"[0.500586518751822, 0.021576725389317014, 0.7051633419865666]","(-0.7191172657548618, 0.1781479232657996, -0.15066947782060952, 0.654547465034125)"
0.0,0.0,0.0
0.0020897527920271516,-9.780133532002586e-05,0.0025456947247594714
0.00386398199344539,0.0013007963142186048,0.00466837006962945
0.005442440548444962,0.0033497314014320923,0.006509077344138671
0.006937636976423379,0.005144618560181178,0.008152971329044238
0.008348377547128657,0.006803967820337606,0.009625052202753476
0.009639129453575587,0.008723321028267169,0.010941524085474504
0.010816310574208137,0.010874390409979817,0.012117463846897885
0.01188616640222357,0.013229536865866231,0.0131662227211784
0.012915159115385141,0.01623562986509418,0.014192219922034142
0.014114924300248381,0.008699749045862702,0.015679692509920806
0.015232545875018,0.0023106468872195274,0.017028258868455007
0.01625419068193262,-0.002730384480663251,0.01822556170961167
0.017209556546977606,-0.007164233251364382,0.019318023264245098
0.017670272276940492,-0.0063278784428242455,0.020028293590723577
0.07841559331515649,-0.1738459197126394,0.07572870065327061
0.14417471141989058,-0.1686395974272412,0.08853491996957949
0.19495121924636244,-0.1749071973718442,0.10079913985588809
0.23805358958440007,-0.3324017676457996,0.11789505555501152
0.2311671051075254,-0.2982929943715729,0.11125777035413142
0.21841073467529876,-0.314041552415097,0.10894395152554788
0.1990548314858277,-0.28721438544453276,0.09899111887365589
0.18089204751015772,-0.2584462269413701,0.09048141785261093
0.172372309141059,-0.21659427927939223,0.0944903654633246
0.15458060827136716,-0.19381931939821695,0.0847143074111775
0.13884131929478877,-0.17287668446500487,0.07601144314813586
0.12483408057781148,-0.1554370819689726,0.06834298860799527
0.1087571174460562,-0.32284269103191804,0.08853932026674885
0.08533132965136536,-0.4364508927776388,0.0864154579981539
0.04608283037229734,-0.49082470089517655,0.07936552841549244
0.005407805045599928,-0.4255361933246648,0.05414697191800574
-0.028603448442777936,-0.26120076114917706,0.02093789757802953
-0.022863395845472693,-0.3216119273539549,0.008261803607793126
-0.016123542854129844,-0.30492463047892815,0.016900228250251767
-0.01082873070604171,-0.29541056533512317,0.016792054767819923
-0.00442140240345434,-0.2890663842844327,0.018308752074834237
-0.0005383238403528002,-0.26946288389172535,0.020324673578119724
0.00964236756855161,-0.17696725589393866,0.010530713183047836
0.01600039308068061,-0.12695679683129094,0.006035168495235034
0.021939665489205215,-0.06816846583195066,-0.0007620158176128459
0.02351236088393812,-0.0004474881992100749,-0.015151244972658906
0.02508655468389171,0.07605094622261085,-0.023049752862060117
0.026966417591669928,0.11130850589225588,-0.026618726900672466
0.02959079769150271,0.14216140647626546,-0.03107359148450276
0.0327251313745996,0.15884594456245843,-0.03366222119801356
0.03594616628176802,0.16250669944758223,-0.03543034060969871
0.0385413620882986,0.16269680426750893,-0.03445913058332586
0.041232352320282564,0.1622493272074111,-0.03356572672983141
0.04177396615607694,0.14287396250079834,-0.028867032376630887
0.0412987104233497,0.11653839999438195,-0.023238797276388272
0.040937502112306526,0.0908494398197299,-0.018119153509677098
0.04072131874990261,0.06581016071472522,-0.013462407631811578
0.04019025103191366,0.04584081135561721,-0.009194715180647496
0.039860394972606,0.02706118862711513,-0.005239587206534472
0.039724310938306744,0.009427383041074797,-0.001576849600752482
0.039762971654759616,-0.007016440949025409,0.0018156856071583028
0.03996147701341701,-0.022292103020711284,0.004958373524734391
0.040304034774876304,-0.03643173022222192,0.007870355826856787
0.040774489655611645,-0.04947549362021627,0.010569456771283467
0.041361178340755304,-0.0615229449148135,0.013069767277939143
0.04204339414882664,-0.07257050485658581,0.015388300794424771
0.042806177578521266,-0.08267128612144567,0.017539018473868948
0.04299527984289777,-0.09259482538388837,0.018552161126565395
0.043304185341396705,-0.10234511913521523,0.01945930543534331
0.04367230872136012,-0.11145416686362704,0.020306600851569687
0.04413417255800235,-0.1203274142137866,0.02107809107521787
0.04462796483313932,-0.12859088907878355,0.021797923265611942
0.045147298044108664,-0.13659197008392715,0.022399707928570853
0.045682489654025,-0.1440418468270659,0.022962759030568273
0.04622386819030928,-0.15008251793480384,0.023468624075512354
0.046767120633882435,-0.15570006593744476,0.02394082955558574
0.04731676235903869,-0.16114317249812168,0.024336301135957514
0.047860505741631365,-0.1662107381600454,0.02470642801329493
0.048395876319536596,-0.17092917955903075,0.025051919122065388
0.048930934732024894,-0.17545535180202648,0.025349220169951062
0.049453328545943996,-0.1796760146149699,0.025627052382130817
0.04997585094873924,-0.18369953572275727,0.025873873055720312
0.050482834563964206,-0.18745609418973117,0.026104529588413628
0.05097381208808091,-0.1909655566820325,0.02631952676360115
0.05144850162739736,-0.19424648420079876,0.02651947403415755
0.05192109861907628,-0.19704454080884704,0.026699888998372792
0.05237129319021548,-0.1994468323003157,0.026858714839717645
0.052798358091584834,-0.20149353543764817,0.026997255768326456
0.05320193260153243,-0.20322111401983634,0.027116911422188444
0.053581975981382854,-0.2046627656993492,0.027219112568276554
0.05393871265993028,-0.20584870083489334,0.027305279060652065
0.05427258700598118,-0.2068067123075471,0.027376803493065042
0.054584216034585846,-0.20756199965609914,0.02743501632432225
0.05487435445359898,-0.20813765072128396,0.027481184893760825
0.055143861211583,-0.20855473823507878,0.027516502874958725
0.05539367136972212,-0.20883248003303923,0.02754208657556437
0.055597881571061596,-0.20792769745927972,0.027514822881626756
0.055809727408755457,-0.2080417111418548,0.02752883478849318
0.05602375936948078,-0.20827136044732264,0.027517430886199797
0.0561910599058624,-0.20734198176267668,0.02745577963318271
0.056340174940202825,-0.20639949307378208,0.027393791825460635
0.056503902894884314,-0.20650986056006587,0.027378285181009526
0.05662340825774842,-0.20549852877171326,0.027312387189323474
0.05676112593423002,-0.20556019455614147,0.02729425670984695
0.05686166064950289,-0.20458525922386567,0.027219525709147648
0.056983324315028096,-0.20469791788769032,0.027194074202130145
0.05705811300939651,-0.20365862664082976,0.027123523324921593
0.057157128253115516,-0.20371888793304208,0.027102656807611255
0.057214925960006595,-0.2026853325694956,0.027031645710709196
0.057299618964787954,-0.20276227998453455,0.027011401867711015
0.05734367890413088,-0.20174977573136801,0.02694058356574838
0.057417017082849436,-0.2018573370584589,0.026921521344805733
0.05748612944610273,-0.20195118766629105,0.02690034165800426
0.0575151710721737,-0.20095562382923687,0.02682868853527375
0.05757599780861268,-0.20109630148761745,0.02680970641826368
0.05763391772618961,-0.2012288461997699,0.026788956631158156
0.057650081517370416,-0.20024499486409558,0.026719315016368365
0.05770037210412619,-0.20041377896166504,0.02670297980863093
0.057749017319820156,-0.20057901991754157,0.026684974565642137
0.0577580364450461,-0.1996408620701259,0.0266158853284734
0.05780300417189636,-0.19986878346449263,0.026600856627976094
0.05784701443807733,-0.20009348379249983,0.026584264363724394
