"[0.5128034703955346, 0.0049196735473284025, 0.7128973307327733]","(-0.7054323118056957, -0.2142131501103257, 0.09943367439155135, 0.6682745874094553)"
0.0,0.0,0.0
0.0012176157425493246,0.01384740754555123,-0.0020449722405589178
0.0023281038635762303,0.026256488479245707,-0.003923553084057261
0.0033601195325728642,0.037567715768057716,-0.005677772332971807
0.004311191226767737,0.04775853436709832,-0.0073068135259335846
0.005188216459353668,0.0569210895645346,-0.008817698055789736
0.0060003173767025075,0.06505492543733239,-0.010212236889810159
0.006750433184668386,0.07231082825433087,-0.011503581541573238
0.0074437492869122365,0.07877049804365968,-0.012698000708597368
0.008053085942106483,0.08492567877721922,-0.013863864126600978
0.008606331600484973,0.090177370956617,-0.014959865567928459
0.009105990729985268,0.09479554059381606,-0.01598474108183918
0.009558294030583963,0.09884325062984617,-0.01694173552291185
0.009968757193651047,0.10237829767819487,-0.01783416267182348
0.010342251528178515,0.105453165003787,-0.018665362497154173
0.010689380497442398,0.10842607297584196,-0.019443502815660624
0.08803279127442087,0.11345994362782721,-0.07046826366426537
0.08723386708593658,0.10524988780482737,-0.06954582836113642
0.07852803020637095,0.09575663642835058,-0.06271959879528159
0.07150632078308056,0.09947802196223723,-0.059811680430021684
0.0651844157741479,0.10396224774660703,-0.05722528449393137
0.05963723184273498,0.10770764465288665,-0.054650105475402964
0.05452692737284478,0.1121057914425112,-0.05266692030930845
0.04990619222852004,0.11579248525029481,-0.05092721807363699
0.04589550616189411,0.1186649802072097,-0.04866538092102377
0.042201315333846634,0.12274404517689132,-0.047378705845005725
0.03901167310727053,0.12531402313563847,-0.04590061122008038
0.03616102262926381,0.12712849090610873,-0.044375519686312224
0.03361620538242763,0.12901344044471696,-0.04327153884873255
0.031298716524543746,0.13074876057965917,-0.04245898000873244
0.029222582333123207,0.132155831617977,-0.04143027860744471
0.027328127339645437,0.13498426423131646,-0.04104264187808333
0.025597142900933987,0.13529215707361147,-0.039852696445448296
0.0240696634909966,0.13780965998994368,-0.039538913774949294
0.0226921845503945,0.1400959968833331,-0.039360804652461154
0.02141624474901199,0.13933248517758462,-0.038260143598807625
0.02032994602129694,0.14137346508734436,-0.03817809985365646
0.019319555011854606,0.1431909375856016,-0.03810698356777823
0.018456009545153657,0.14486674922573434,-0.03758277990788859
0.017652655148000608,0.14617007886548902,-0.037292467060016175
0.016928992151732658,0.14723638428074673,-0.03698017017776502
0.016286006407678466,0.14820408268318616,-0.036748470305223026
0.0157158238761588,0.14894463145190273,-0.03648879959096123
0.015211954257905587,0.14961447534359634,-0.03631183871691524
0.014712430877584892,0.15052251530714625,-0.03601119378256507
0.014295464423993636,0.1517566140074988,-0.035996558562396315
0.013945401178572134,0.1522782254507057,-0.03579023110050407
0.013626769014099245,0.15287297045914738,-0.03582554075969519
0.013266741089087654,0.15311020395781444,-0.035456888357840555
0.013026355208379678,0.1537338881821119,-0.03568266000856551
0.012720770392471268,0.15385356602677105,-0.03530821038125932
0.01253629291741543,0.15443686467050916,-0.035553083338705806
0.01228229723742187,0.154534899049758,-0.03520721361268073
0.01213959935167567,0.155056204802154,-0.03546420011939691
0.01192177548086068,0.15507147742871846,-0.0351150239937658
0.011815954683679498,0.15555910378719162,-0.03538402334609002
0.011632121031525658,0.15555375432300428,-0.035052931085447755
0.011553974838479069,0.1559956210421392,-0.03532952006478499
0.011394175488515632,0.15593279092481244,-0.03499653848930953
0.011340347924700537,0.15634790868775686,-0.035280619428157974
0.011202955868541729,0.15626759941197677,-0.03495903972465671
0.011167457189951024,0.15664943085400793,-0.035247824235296134
0.011046044117319338,0.15652958598332234,-0.03492516451829683
0.011026580678290727,0.15689085210172113,-0.03521857244335518
0.010966543143043432,0.15671474694067883,-0.0350474981500078
0.010945899304130285,0.1568715796025582,-0.03514104407962657
0.010905529232943793,0.15671087728391714,-0.035026259830160965
0.010892344247095696,0.15676326619792932,-0.035087134664046296
